Name , lineage , region , country , division , location , Nextstrain_clade
'Albania/un-ChVir25862_03/2021-06-16','B.1.617.2','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_04/2021-06-16','AY.9','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_06/2021-07-06','B.1.617.2','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_07/2021-07-06','B.1.617.2','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_11/2021-07-08','AY.4','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_12/2021-07-08','AY.4','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_15/2021-07-09','AY.2','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_17/2021-07-09','AY.4','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_18/2021-07-09','AY.4','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_21/2021-07-13','B.1.617.2','Europe','Albania','Albania',na,'21A(Delta)'
'Albania/un-ChVir25862_23/2021-07-12','AY.4','Europe','Albania','Albania',na,'21A(Delta)'
'Algeria/36417/2021-05-10','AY.4','Africa','Algeria','Ouargla',na,'21A(Delta)'
'Algeria/36420/2021-05-10','AY.4','Africa','Algeria','Ouargla',na,'21A(Delta)'
'Algeria/36421/2021-05-10','B.1.617.2','Africa','Algeria','Ouargla',na,'21A(Delta)'
'Algeria/46836/2021-06-14','B.1.617.2','Africa','Algeria','Medea',na,'21A(Delta)'
'Algeria/46851/2021-06-14','B.1.617.2','Africa','Algeria','Algiers',na,'21A(Delta)'
'Algeria/47640/2021-06-16','AY.20','Africa','Algeria','Bouira',na,'21A(Delta)'
'Algeria/48372/2021-06-20','B.1.617.2','Africa','Algeria','Algiers',na,'21A(Delta)'
'Algeria/48875/2021-06-21','AY.20','Africa','Algeria','Algiers',na,'21A(Delta)'
'Algeria/48915/2021-06-22','B.1.617.2','Africa','Algeria','Algiers',na,'21A(Delta)'
'Algeria/49227/2021-06-22','AY.20','Africa','Algeria','Algiers',na,'21A(Delta)'
'Algeria/49926/2021-06-24','AY.20','Africa','Algeria','Laghouat',na,'21A(Delta)'
'Algeria/50100/2021-06-24','AY.20','Africa','Algeria','Blida',na,'21A(Delta)'
'Algeria/50291/2021-06-27','B.1.617.2','Africa','Algeria','Blida',na,'21A(Delta)'
'Algeria/51743/2021-06-30','AY.12','Africa','Algeria','Algiers',na,'21A(Delta)'
'Algeria/57433/2021-07-13','B.1.617.2','Africa','Algeria','Algiers',na,'21A(Delta)'
'Algeria/57453/2021-07-13','B.1.617.2','Africa','Algeria','Algiers',na,'21A(Delta)'
'Algeria/SMII/2021-06-23','AY.15','Africa','Algeria','Algiers',na,'21A(Delta)'
'Andorra/AND-233_2120014134_GC/2021-07-08','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorra/AND-234_2120014139_GC/2021-07-11','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorra/AND-234_2120014141_GC/2021-07-09','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorra/AND-234_2120214126_GC/2021-07-12','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorra/AND-234_2121014533_COV-GC/2021-07-17','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorra/AND-239_2121014534_COV-GC/2021-07-13','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorre/AND-CHU-TLS-2120014134/2021-07-13','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorre/AND-CHU-TLS-2120014139/2021-07-08','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorre/AND-CHU-TLS-2120014141/2021-07-11','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorre/AND-CHU-TLS-2120214126/2021-07-12','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorre/AND-CHU-TLS-2121014533/2021-07-17','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Andorre/AND-CHU-TLS-2121014534/2021-07-15','B.1.617.2','Europe','Andorra','Andorra',na,'21A(Delta)'
'Angola/CERI-KRISP-K015455/2021-05-04','B.1.617.2','Africa','Angola','Luanda','Belas','21A(Delta)'
'Angola/CERI-KRISP-K015458/2021-05-03','B.1.617.2','Africa','Angola','Luanda','Luanda','21A(Delta)'
'Angola/CERI-KRISP-K015459/2021-05-05','AY.10','Africa','Angola','Luanda','Luanda','21A(Delta)'
'Angola/CERI-KRISP-K018928/2021-04-18','AY.10','Africa','Angola','Luanda',na,'21A(Delta)'
'Angola/CERI-KRISP-K018929/2021-04-18','AY.4','Africa','Angola','Luanda',na,'21A(Delta)'
'Angola/CERI-KRISP-K018930/2021-04-20','AY.10','Africa','Angola','Luanda',na,'21A(Delta)'
'Argentina/INEI104264/2021-04-24','B.1.617.2','SouthAmerica','Argentina','Argentina',na,'21A(Delta)'
'Argentina/PAIS-G0326/2021-07-27','AY.20','SouthAmerica','Argentina','CordobaAR','CordobaAR','21A(Delta)'
'Argentina/PAIS-G0327/2021-07-27','AY.20','SouthAmerica','Argentina','CordobaAR','CordobaAR','21A(Delta)'
'Argentina/PAIS-G0328/2021-07-27','AY.20','SouthAmerica','Argentina','CordobaAR','CordobaAR','21A(Delta)'
'Armenia/IMB4-14/2021-06-17','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB4-18/2021-07-06','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB4-2/2021-06-25','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB4-20/2021-07-07','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB4-23/2021-07-17','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB4-4/2021-07-21','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB5-11/2021-06-21','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB5-12/2021-06-24','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB5-15/2021-06-29','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB5-16/2021-06-29','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB5-24/2021-06-28','AY.25','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB6-10/2021-07-31','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB6-11/2021-07-31','B.1.617.2','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB6-2/2021-07-31','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB6-5/2021-07-30','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB6-6/2021-07-30','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB6-7/2021-07-30','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB6-8/2021-07-31','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB6-9/2021-07-31','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB7-11/2021-08-03','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB7-2/2021-07-26','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB7-9/2021-08-03','B.1.617.2','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-1/2021-08-03','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-10/2021-08-05','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-11/2021-08-05','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-2/2021-08-04','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-3/2021-08-04','AY.4','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-4/2021-08-04','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-5/2021-08-05','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-6/2021-08-05','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-7/2021-08-05','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-8/2021-08-05','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Armenia/IMB8-9/2021-08-05','AY.12','Asia','Armenia','Armenia',na,'21A(Delta)'
'Aruba/AW-RIVM-27687/2021-04-16','B.1.617.2','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-28065/2021-04-19','AY.10','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-29740/2021-04-22','B.1.617.2','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-43082/2021-06-30','AY.4','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-44203/2021-07-05','B.1.617.2','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-46296/2021-07-16','AY.9','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-46298/2021-07-17','B.1.617.2','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-46305/2021-07-14','AY.9','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-46318/2021-07-15','AY.4','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-46320/2021-07-16','AY.4','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-46321/2021-07-17','AY.9','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-46342/2021-07-16','B.1.617.2','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-46353/2021-07-16','AY.4','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-49040/2021-07-22','AY.9','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-49051/2021-07-21','B.1.617.2','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-49053/2021-07-22','AY.5','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-49065/2021-07-22','B.1.617.2','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Aruba/AW-RIVM-49097/2021-07-22','AY.5','SouthAmerica','Aruba','Aruba',na,'21A(Delta)'
'Australia/NSW-1834/2021-07-03','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1287/2021-07-27','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1351/2021-07-06','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1369/2021-07-10','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-137/2021-07-10','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1480/2021-07-17','AY.4','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1565/2021-07-25','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1577/2021-07-23','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1586/2021-07-25','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1841/2021-07-29','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-1859/2021-07-30','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2066/2021-07-29','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2177/2021-08-03','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2244/2021-08-01','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2271/2021-08-02','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2306/2021-08-02','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2497/2021-08-02','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2501/2021-08-02','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2640/2021-08-04','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2685/2021-08-03','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2754/2021-08-05','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2793/2021-08-03','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2812/2021-07-30','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-2988/2021-07-29','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-3000/2021-08-07','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-3216/2021-08-08','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-3446/2021-08-10','AY.4','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-3541/2021-08-05','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-3637/2021-08-12','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-3753/2021-08-03','AY.4','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-4164/2021-08-15','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-4186/2021-08-12','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-625/2021-07-19','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-735/2021-07-22','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-772/2021-07-23','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-861/2021-07-24','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-864/2021-07-24','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-ICPMR-930/2021-07-25','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0167/2021-03-18','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0221/2021-04-23','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0245/2021-05-03','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0247/2021-05-03','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0249/2021-05-04','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0252/2021-05-04','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0255/2021-05-05','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0257/2021-05-05','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0264/2021-05-09','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0377/2021-05-23','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0400/2021-06-05','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0406/2021-04-27','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0499/2021-02-07','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0501/2021-02-07','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0503/2021-02-07','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-R0509/2021-02-07','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW-RPAH-0770/2021-07-16','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1546/2021-04-20','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1559/2021-04-26','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1560/2021-04-26','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1567/2021-05-06','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1609/2021-05-03','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1614/2021-04-27','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1619/2021-05-09','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1621/2021-05-07','AY.21','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1643/2021-06-17','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1662/2021-06-22','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1668/2021-06-22','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1674/2021-06-24','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1691/2021-06-24','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW1767/2021-06-30','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW4468/2021-04-13','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW4470/2021-04-13','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW4488/2021-04-18','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW4666/2021-05-05','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW4776/2021-06-22','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NSW4792/2021-06-25','B.1.617.2','Oceania','Australia','NewSouthWales','Sydney','21A(Delta)'
'Australia/NT157/2021-04-15','B.1.617.2','Oceania','Australia','NorthernTerritory',na,'21A(Delta)'
'Australia/NT159/2021-04-15','AY.4','Oceania','Australia','NorthernTerritory',na,'21A(Delta)'
'Australia/NT166/2021-04-20','AY.4','Oceania','Australia','NorthernTerritory',na,'21A(Delta)'
'Australia/NT189/2021-04-18','B.1.617.2','Oceania','Australia','NorthernTerritory',na,'21A(Delta)'
'Australia/NT211/2021-04-24','B.1.617.2','Oceania','Australia','NorthernTerritory',na,'21A(Delta)'
'Australia/QLD1890/2021-05-20','AY.4','Oceania','Australia','Queensland',na,'21A(Delta)'
'Australia/QLD1896/2021-05-23','B.1.617.2','Oceania','Australia','Queensland',na,'21A(Delta)'
'Australia/QLD1902/2021-05-25','B.1.617.2','Oceania','Australia','Queensland',na,'21A(Delta)'
'Australia/QLD1912/2021-06-04','B.1.617.2','Oceania','Australia','Queensland',na,'21A(Delta)'
'Australia/QLD1914/2021-06-07','B.1.617.2','Oceania','Australia','Queensland',na,'21A(Delta)'
'Australia/QLD1968/2021-06-27','AY.4','Oceania','Australia','Queensland',na,'21A(Delta)'
'Australia/QLD1973/2021-06-29','AY.23','Oceania','Australia','Queensland',na,'21A(Delta)'
'Australia/QLD2069/2021-07-27','B.1.617.2','Oceania','Australia','Queensland',na,'21A(Delta)'
'Australia/SA0699/2021-04-25','B.1.617.2','Oceania','Australia','SouthAustralia',na,'21A(Delta)'
'Australia/SA0713/2021-05-02','B.1.617.2','Oceania','Australia','SouthAustralia',na,'21A(Delta)'
'Australia/SA0721/2021-05-07','B.1.617.2','Oceania','Australia','SouthAustralia',na,'21A(Delta)'
'Australia/VIC18476/2021-04-26','B.1.617.2','Oceania','Australia','Victoria',na,'21A(Delta)'
'Australia/VIC18508/2021-05-09','B.1.617.2','Oceania','Australia','Victoria',na,'21A(Delta)'
'Australia/VIC18596/2021-05-26','AY.4','Oceania','Australia','Victoria',na,'21A(Delta)'
'Australia/VIC18673/2021-05-08','AY.4','Oceania','Australia','Victoria',na,'21A(Delta)'
'Australia/WA696/2021-04-26','B.1.617.2','Oceania','Australia','WesternAustralia',na,'21A(Delta)'
'Australia/WA700/2021-04-25','B.1.617.2','Oceania','Australia','WesternAustralia',na,'21A(Delta)'
'Australia/WA715/2021-05-01','B.1.617.2','Oceania','Australia','WesternAustralia',na,'21A(Delta)'
'Australia/WA720/2021-05-04','B.1.617.2','Oceania','Australia','WesternAustralia',na,'21A(Delta)'
'Australia/WA721/2021-05-04','B.1.617.2','Oceania','Australia','WesternAustralia',na,'21A(Delta)'
'Australia/WA722/2021-05-09','B.1.617.2','Oceania','Australia','WesternAustralia',na,'21A(Delta)'
'Australia/WA723/2021-05-10','B.1.617.2','Oceania','Australia','WesternAustralia',na,'21A(Delta)'
'Austria/CeMM10885/2021-05-24','AY.10','Europe','Austria','Salzburg',na,'21A(Delta)'
'Austria/CeMM11164/2021-05-30','AY.4','Europe','Austria','Austria',na,'21A(Delta)'
'Austria/CeMM11224/2021-05-08','AY.10','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM11551/2021-05-29','AY.4','Europe','Austria','Vorarlberg','Feldkirch','21A(Delta)'
'Austria/CeMM11552/2021-05-29','AY.4','Europe','Austria','Vorarlberg','Feldkirch','21A(Delta)'
'Austria/CeMM11765/2021-05-27','AY.4','Europe','Austria','UpperAustria','Wels','21A(Delta)'
'Austria/CeMM11766/2021-05-27','AY.4','Europe','Austria','UpperAustria','Wels','21A(Delta)'
'Austria/CeMM11788/2021-06-14','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM11877/2021-06-13','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM11886/2021-06-14','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM11909/2021-06-15','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM11930/2021-06-16','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM12222/2021-06-17','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM12387/2021-06-17','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM12389/2021-06-17','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM12476/2021-06-21','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM12518/2021-06-23','AY.4','Europe','Austria','Salzburg','Salzburg','21A(Delta)'
'Austria/CeMM12654/2021-04-26','AY.4','Europe','Austria','Austria',na,'21A(Delta)'
'Austria/CeMM12655/2021-04-30','AY.4','Europe','Austria','Austria',na,'21A(Delta)'
'Austria/CeMM12658/2021-04-21','AY.4','Europe','Austria','Austria',na,'21A(Delta)'
'Austria/CeMM12715/2021-04-26','AY.4','Europe','Austria','Austria',na,'21A(Delta)'
'Austria/CeMM12982/2021-07-09','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM13315/2021-07-18','AY.4','Europe','Austria','UpperAustria','Grieskirchen','21A(Delta)'
'Austria/CeMM13692/2021-07-17','AY.4','Europe','Austria','Salzburg','St.JohannimPongau','21A(Delta)'
'Austria/CeMM13696/2021-07-13','AY.10','Europe','Austria','UpperAustria','Wels','21A(Delta)'
'Austria/CeMM13850/2021-07-20','AY.4','Europe','Austria','UpperAustria','RiedImInnkreis','21A(Delta)'
'Austria/CeMM14046/2021-07-24','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM14133/2021-07-28','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/CeMM8425/2021-04-17','AY.10','Europe','Austria','Vienna','Vienna','21A(Delta)'
'Austria/CeMM8679/2021-04-26','B.1.617.2','Europe','Austria','Styria','Graz','21A(Delta)'
'Austria/CeMM8927/2021-05-05','AY.4','Europe','Austria','UpperAustria','Linz','21A(Delta)'
'Austria/CeMM9500/2021-05-13','B.1.617.2','Europe','Austria','Tyrol','Innsbruck','21A(Delta)'
'Austria/CeMM9667/2021-05-20','B.1.617.2','Europe','Austria','Tyrol','Innsbruck','21A(Delta)'
'Austria/CF0000495400/2021-04-17','B.1.617.2','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/KILM1234/2021-07-29','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/KILM1250/2021-07-06','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/KILM324a/2021-05-31','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/KILM348a/2021-05-28','AY.5','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/KILM503/2021-06-11','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/KILM510/2021-06-11','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/KILM986/2021-07-16','AY.4','Europe','Austria','Vienna',na,'21A(Delta)'
'Austria/MUIV-0144/2021-06-21','B.1.617.2','Europe','Austria','Tyrol','Innsbruck','21A(Delta)'
'Austria/MUIV-0151/2021-05-22','B.1.617.2','Europe','Austria','Tyrol','Hopfgarten','21A(Delta)'
'Austria/MUIV-0172/2021-05-22','B.1.617.2','Europe','Austria','Tyrol','Hopfgarten','21A(Delta)'
'Bahrain/341843212/2021-04-10','B.1.617.2','Asia','Bahrain','Bahrain',na,'21A(Delta)'
'Bahrain/342067030/2021-05-14','B.1.617.2','Asia','Bahrain','Bahrain',na,'21A(Delta)'
'Bahrain/342079028/2021-05-16','B.1.617.2','Asia','Bahrain','Bahrain',na,'21A(Delta)'
'Bahrain/342175651/2021-05-27','B.1.617.2','Asia','Bahrain','Bahrain',na,'21A(Delta)'
